"","V1","V2","V3"
"439","928","Ras-Related Protein Rap1b","HG3521-HT3715_at"
"440","929","Ccaat Displacement Protein, Cut Homolog, Alt. Splice 1","HG3548-HT3749_at"
"441","933","Autoimmune Antigen, Thyroid Disease-Related Antigen","HG3578-HT3781_at"
"442","935","Calcium Channel, Voltage-Gated, Beta 1 Subunit, L Type, Alt. Splice 2, Skeletal Muscle Isoform","HG3627-HT3836_at"
"443","936","Epidermal Growth Factor Receptor-Related Protein","HG363-HT363_at"
"444","939","Basic Transcription Factor 2, 34 Kda Subunit","HG3740-HT4010_at"
"445","940","Basic Transcription Factor, 44 Kda Subunit","HG3748-HT4018_at"
"446","948","G1 Phase-Specific Gene","HG3934-HT4204_at"
"447","949","Interleukin 9 Receptor (Gb:S71404)","HG3936-HT4206_at"
"448","956","Cpg-Enriched Dna, Clone E06","HG3987-HT4257_at"
"449","961","Cpg-Enriched Dna, Clone S19","HG3995-HT4265_at"
"450","964","Opioid-Binding Cell Adhesion Molecule","HG4018-HT4288_at"
"451","965","Retinoblastoma 1","HG4036-HT4306_at"
"452","970","Phosphoprotein Tal2","HG4068-HT4338_at"
"453","971","Cytosolic Acetoacetyl-Coenzyme A Thiolase","HG4073-HT4343_at"
"454","972","Rad2","HG4074-HT4344_at"
"455","975","Zinc Finger Protein Hzf4","HG4126-HT4396_at"
"456","981","Nuclear Factor 1, A Type","HG4167-HT4437_at"
"457","982","Af-17","HG4178-HT4448_at"
"458","987","Zinc Finger Protein Znf155","HG4243-HT4513_at"
"459","990","Nkr-P1a Protein","HG4263-HT4533_at"
"460","993","Transcriptional Coactivator Pc4","HG4297-HT4567_at"
"461","1005","Immunoglobulin Heavy Chain, Vdjc Regions (Gb:L23564)","HG4460-HT4729_at"
"462","1010","Glucocorticoid Receptor, Beta","HG4582-HT4987_at"
"463","1011","Centractin, Alpha","HG4606-HT5011_at"
"464","1012","Spliceosomal Protein Sap 49","HG4638-HT5050_at"
"465","1013","Microtubule-Associated Protein 1b","HG4660-HT5073_at"
"466","1014","Omega Light Chain, Immunoglobulin Lambda Light Chain Related","HG4662-HT5075_at"
"467","1016","Guanosine 5'-Monophosphate Synthase","HG4716-HT5158_at"
"468","1020","Calmitine Calcium-Binding Protein, Mitochondrial","HG4749-HT5197_at"
"469","1021","Ras Inhibitor Inf","HG511-HT511_at"
"470","1025","Tyrosine Phosphatase, Epsilon","HG620-HT620_at"
"471","1034","Potassium Channel (Gb:L02750)","HG830-HT830_at"
"472","1036","Cyclophilin-Related Protein","HG846-HT846_at"
"473","1040","Mg61 Protein (Gb:L08239)","HG908-HT908_at"
"474","1042","Dna Polymerase, Epsilon, Catalytic Subunit","HG919-HT919_at"
"475","1046","Mac25","HG987-HT987_at"
"476","1047","Alpha-cardiac actin gene, 5' flank and","J00073_at"
"477","1053","Somatostatin I gene and flanks","J00306_at"
"478","1055","EIF2A Eukaryotic translation initiation factor 2A","J02645_at"
"479","1062","PROTEIN PHOSPHATASE PP2A, 65 KD REGULATORY SUBUNIT, ALPHA ISOFORM","J02902_at"
"480","1063","CYTOCHROME P450 IIF1","J02906_at"
"481","1064","LCP1 Lymphocyte cytosolic protein 1 (L-plastin)","J02923_at"
"482","1067","THBD gene extracted from Human thrombomodulin gene","J02973_rna1_at"
"483","1068","SPARC SPARC/osteonectin","J03040_at"
"484","1070","MYCL2 gene","J03069_rna1_at"
"485","1072","SRF Serum response factor (c-fos serum response element-binding transcription factor)","J03161_at"
"486","1074","Profilin mRNA","J03191_at"
"487","1076","PDGFRB Platelet-derived growth factor receptor, beta polypeptide","J03278_at"
"488","1077","LTA4H Leukotriene A4 hydrolase","J03459_at"
"489","1078","ADPRT ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)","J03473_at"
"490","1081","UBIQUITIN-LIKE PROTEIN GDX","J03589_at"
"491","1083","ALOX5 Arachidonate 5-lipoxygenase","J03600_at"
"492","1085","PAI1 Plasminogen activator inhibitor, type I","J03764_at"
"493","1086","MME Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)","J03779_at"
"494","1087","SMALL NUCLEAR RIBONUCLEOPROTEIN SM D1","J03798_at"
"495","1091","SP-C1 gene (pulmonary surfactant protein SP-C) extracted from Human pulmonary surfactant protein C (SP-C) and pulmonary surfactant protein C1 (SP-C1) genes","J03890_rna1_at"
"496","1092","GAMMA-INTERFERON-INDUCIBLE PROTEIN IP-30 PRECURSOR","J03909_at"
"497","1093","ITGAM Integrin, alpha M (complement component receptor 3, alpha; also known as CD11b (p170), macrophage antigen alpha polypeptide)","J03925_at"
"498","1095","Adenosine triphosphatase mRNA","J04027_at"
"499","1099","ETFA Electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)","J04058_at"
"500","1102","TOP2A Topoisomerase (DNA) II alpha (170kD)","J04088_at"
"501","1103","GB DEF = Erythroblastosis virus oncogene homolog 1 (ets-1) mRNA","J04101_at"
"502","1104","ETS2 V-ets avian erythroblastosis virus E26 oncogene homolog 2","J04102_at"
"503","1105","C-jun proto oncogene (JUN), clone hCJ-1","J04111_at"
"504","1106","CD3Z CD3Z antigen, zeta polypeptide (TiT3 complex)","J04132_at"
"505","1108","FCGR3 Fc fragment of IgG, low affinity IIIa, receptor for (CD16)","J04162_at"
"506","1109","RPS3 Ribosomal protein S3","J04164_at"
"507","1110","PGAM1 Phosphoglycerate mutase 1 (brain)","J04173_at"
"508","1112","CYC1 Cytochrome c-1","J04444_at"
"509","1113","LGALS1 Ubiquinol-cytochrome c reductase core protein II","J04456_at"
"510","1115","GYS1 Glycogen synthase 1 (muscle)","J04501_at"
"511","1116","ANX7 Annexin VII (synexin)","J04543_at"
"512","1117","BGN Biglycan","J04599_at"
"513","1118","PEPD Peptidase D","J04605_at"
"514","1119","G22P1 Thyroid autoantigen 70kD (Ku antigen)","J04611_at"
"515","1120","SNRPN Small nuclear ribonucleoprotein polypeptide N","J04615_at"
"516","1125","ALCOHOL DEHYDROGENASE","J04794_at"
"517","1126","Cytosolic adenylate kinase (AK1) gene","J04809_rna1_at"
"518","1127","Cytochrome c oxidase subunit VIII (COX8) mRNA","J04823_rna1_at"
"519","1128","Alkaline phosphatase","J04948_at"
"520","1130","LGALS1 Ubiquinol-cytochrome c reductase core protein II","J04973_at"
"521","1133","CATHEPSIN G PRECURSOR","J04990_at"
"522","1135","ASPARTYL-TRNA SYNTHETASE","J05032_at"
"523","1144","SPTAN1 Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)","J05243_at"
"524","1146","DPEP1 Dipeptidase 1 (renal)","J05257_at"
"525","1147","IMPDH1 IMP (inosine monophosphate) dehydrogenase 1","J05272_at"
"526","1152","SPTB Spectrin, beta, erythrocytic (includes sperocytosis, clinical type I)","J05500_at"
"527","1154","GB DEF = Proliferating cell nuclear antigen (PCNA) gene, promoter region","J05614_at"
"528","1157","PI Protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin","K01396_at"
"529","1159","NPY Neuropeptide Y","K01911_at"
"530","1165","TCRB gene extracted from Human T-cell receptor germline beta-chain J-beta-1 gene cluster: J-beta-1-1 and J-beta-1-2 genes; and D-beta-1-1 gene","K02545_cds2_at"
"531","1166","NP Nucleoside phosphorylase","K02574_at"
"532","1171","(HepG2) glucose transporter gene mRNA","K03195_at"
"533","1173","C1QB Complement component 1, q subcomponent, beta polypeptide","K03430_at"
"534","1174","Alpha-tubulin isotype H2-alpha gene, last exon","K03460_at"
"535","1176","GPI Glucose phosphate isomerase","K03515_at"
"536","1178","LOW-DENSITY LIPOPROTEIN RECEPTOR PRECURSOR","L00352_at"
"537","1180","FNTB Farnesyltransferase, CAAX box, beta","L00635_at"
"538","1183","PRKCQ Protein kinase C-theta","L01087_at"
"539","1185","CLC Charot-Leyden crystal protein","L01664_at"
"540","1193","62 kDa paraneoplastic antigen mRNA, 3' end","L02867_at"
"541","1195","CRYM Crystallin Mu","L02950_at"
"542","1197","M4 protein mRNA","L03532_at"
"543","1200","(clone CC6) NADH-ubiquinone oxidoreductase subunit mRNA, 3' end cds","L04490_at"
"544","1203","KINESIN LIGHT CHAIN","L04733_at"
"545","1205","NEURON-SPECIFIC X11 PROTEIN","L04953_at"
"546","1207","Protein tyrosine kinase related mRNA sequence","L05148_at"
"547","1208","CD44 gene (cell surface glycoprotein CD44) extracted from Human hyaluronate receptor (CD44) gene","L05424_cds2_at"
"548","1209","Autoantigen mRNA","L05425_at"
"549","1211","HTN1 Histatin 1","L05512_at"
"550","1216","EPHX2 Epoxide hydrolase 2, cytoplasmic","L05779_at"
"551","1217","VDAC1 Voltage-dependent anion channel 1","L06132_at"
"552","1220","P5-1 mRNA","L06175_at"
"553","1221","PLOD Lysyl hydroxylase","L06419_at"
"554","1224","Transcription factor mRNA","L06633_at"
"555","1225","CARS Cysteinyl-tRNA synthetase","L06845_at"
"556","1228","Calcium/calmodulin-dependent protein kinase (CAMK) isoform B mRNA sequence","L07044_at"
"557","1230","RECA Replication protein A (E coli RecA homolog, RAD51 homolog)","L07493_at"
"558","1234","ACY1 Aminoacylase 1","L07548_at"
"559","1238","RPS6KA2 Ribosomal protein S6 kinase, 90kD, polypeptide 2","L07597_at"
"560","1239","INTERFERON GAMMA UP-REGULATED I-5111 PROTEIN PRECURSOR","L07633_at"
"561","1241","IEF SSP 9502 mRNA","L07758_at"
"562","1242","CES2 Carboxylestease 2 (liver)","L07765_at"
"563","1245","GBE1 Glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)","L07956_at"
"564","1246","DNAJ PROTEIN HOMOLOG 2","L08069_at"
"565","1248","Cytokine receptor (EBI3) mRNA","L08187_at"
"566","1249","INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL1","L08246_at"
"567","1257","(chromosome 3p25) membrane protein mRNA","L09260_at"
"568","1258","INTESTINAL MEMBRANE A4 PROTEIN","L09604_at"
"569","1259","C2 Complement component C2","L09708_at"
"570","1266","CANX Calnexin","L10284_at"
"571","1268","MXS1 Membrane component, X chromosome, surface marker 1","L10373_at"
"572","1270","(clone CTG-B43a) mRNA sequence","L10378_at"
"573","1277","PRE-MRNA SPLICING FACTOR SRP20","L10838_at"
"574","1279","Splicing factor (CC1.3) mRNA","L10910_at"
"575","1281","Homeobox protein (HOX) gene, 3' end","L11239_at"
"576","1282","DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2","L11285_at"
"577","1283","DUAL SPECIFICITY PROTEIN PHOSPHATASE PAC-1","L11329_at"
"578","1286","Protocadherin 42 mRNA for abbreviated PC42","L11370_at"
"579","1288","Protocadherin 43 mRNA for abbreviated PC43","L11373_at"
"580","1291","Tetracycline transporter-like protein mRNA","L11669_at"
"581","1298","RSU-1/RSP-1 mRNA","L12535_at"
"582","1303","HNF-3/fork-head homolog-3 HFH-3 mRNA","L13203_at"
"583","1304","Mac-2 binding protein mRNA","L13210_at"
"584","1309","REGULATOR OF G-PROTEIN SIGNALLING 2","L13391_at"
"585","1310","Chromosome 3p21.1 gene sequence","L13434_at"
"586","1311","Guanylate cyclase mRNA, complete mature peptide","L13436_at"
"587","1312","BMI1 Murine leukemia viral (bmi-1) oncogene homolog","L13689_at"
"588","1315","Activated p21cdc42Hs kinase (ack) mRNA","L13738_at"
"589","1316","Dihydrolipoamide dehydrogenase gene, exon 14","L13761_rna1_at"
"590","1317","GB DEF = Liver expressed protein gene, 3' end","L13800_at"
"591","1318","LKP DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9 (RNA helicase A)","L13848_at"
"592","1319","UBE1L Ubiquitin-activating enzyme E1, like","L13852_at"
"593","1320","FBN1 Fibrillin 1 (Marfan syndrome)","L13923_at"
"594","1321","SIAT4A Sialyltransferase 4A (beta-galactosidase alpha-2,3-sialytransferase)","L13972_at"
"595","1324","PRE-MRNA SPLICING FACTOR SRP75","L14076_at"
"596","1327","PERIPHERIN","L14565_at"
"597","1329","IGHMBP2 DNA-binding protein (SMBP2)","L14754_at"
"598","1333","TJP1 Tight junction protein 1 (zona occludens 1)","L14837_at"
"599","1340","VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR","L15409_at"
"600","1343","BF B-factor, properdin","L15702_at"
"601","1344","ETS-RELATED PROTEIN PE-1","L16464_at"
"602","1346","UQCRC1 Ubiquinol-cytochrome c reductase core protein I","L16842_at"
"603","1347","GPRK6 G protein-coupled receptor kinase 6","L16862_at"
"604","1349","Zinc finger protein mRNA","L16896_at"
"605","1350","DTYMK Deoxythymidylate kinase","L16991_at"
"606","1352","High mobility group protein (HMG-I(Y)) gene exons 1-8","L17131_rna1_at"
"607","1354","Pre-T/NK cell associated protein (3B3) mRNA, 3' end","L17327_at"
"608","1362","TRANSCRIPTION FACTOR P65","L19067_at"
"609","1363","GB DEF = Translation initiation factor eIF-2 gamma subunit mRNA","L19161_at"
"610","1364","MAC30 mRNA, 3' end","L19183_at"
"611","1365","59 protein mRNA, 3' end","L19267_at"
"612","1367","HRY gene","L19314_at"
"613","1369","TALDO Transaldolase","L19437_at"
"614","1372","ANX11 Annexin XI (56kD autoantigen)","L19605_at"
"615","1373","Macrophage migration inhibitory factor (MIF) gene","L19686_rna1_at"
"616","1374","Dystroglycan (DAG1) mRNA","L19711_at"
"617","1376","Histone H2A.2 mRNA","L19779_at"
"618","1378","ATF3 Activating transcription factor 3","L19871_at"
"619","1379","AHR AH-receptor","L19872_at"
"620","1380","HCF1 gene related mRNA sequence","L20010_at"
"621","1381","Transcription factor (CBFB) mRNA, 3' end","L20298_at"
"622","1382","GCGR Glucagon receptor","L20316_at"
"623","1389","S protein mRNA","L20815_at"
"624","1394","FTH1 Ferritin heavy chain","L20941_at"
"625","1395","PDE4B Phosphodiesterase 4B, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E4)","L20971_at"
"626","1397","SLC10A1 Na/taurocholate cotransporting polypeptide","L21893_at"
"627","1399","SDH2 Succinate dehydrogenase 2, flavoprotein (Fp) subunit","L21936_at"
"628","1400","PERIPHERAL-TYPE BENZODIAZEPINE RECEPTOR","L21954_at"
"629","1404","Guanine nucleotide regulatory protein (G13) mRNA","L22075_at"
"630","1406","ADORA1 Adenosine receptor A1","L22214_at"
"631","1407","GB DEF = Nuclear phosphoprotein mRNA","L22342_at"
"632","1417","POLA DNA polymerase alpha subunit","L24559_at"
"633","1418","Rad mRNA","L24564_at"
"634","1419","GB DEF = mRNA fragment","L24783_at"
"635","1420","(p23) mRNA","L24804_at"
"636","1422","ARH9 Aplysia ras-related homolog 9","L25081_at"
"637","1423","PROTEIN TRANSPORT PROTEIN SEC61 BETA SUBUNIT","L25085_at"
"638","1425","XE169 PROTEIN","L25270_at"
"639","1427","TBP-associated factor TAFII80 mRNA","L25444_at"
"640","1429","INTEGRIN ALPHA-E PRECURSOR","L25851_at"
"641","1430","Protein tyrosine phosphatase (CIP2)mRNA","L25876_at"
"642","1433","RPL3 Ribosomal protein L3","L26247_at"
"643","1436","POU3F1 POU domain, class 3, transcription factor 1","L26494_at"
"644","1443","Insulin-like growth factor binding protein 5 (IGFBP5) mRNA","L27560_at"
"645","1445","CCT6 Chaperonin containing T-complex subunit 6","L27706_at"
"646","1446","Autoantigen pericentriol material 1 (PCM-1) mRNA","L27841_at"
"647","1447","CDA Cytidine deaminase","L27943_at"
"648","1448","HnRNP F protein mRNA","L28010_at"
"649","1449","PTGER2 Prostaglandin E receptor 2 (subtype EP2), 53kD","L28175_at"
"650","1450","MANA2 Alpha mannosidase II isozyme","L28821_at"
"651","1453","SORD Sorbitol dehydrogenase","L29008_at"
"652","1455","Clk2 mRNA","L29218_at"
"653","1456","STAT3 Signal transducer and activator of transcription 3 (acute-phase response factor)","L29277_at"
"654","1462","CMKBR7 Chemokine (C-C) receptor 7","L31584_at"
"655","1463","SLC16A1 Solute carrier family 16 (monocarboxylic acid transporters), member 1","L31801_at"
"656","1471","Effector cell protease receptor-1 (EPR-1) gene, partial cds","L32866_at"
"657","1472","Protein kinase (MLK-3) mRNA","L32976_at"
"658","1473","UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT PRECURSOR","L32977_at"
"659","1474","PKD1 Polycystic kidney disease protein 1","L33243_at"
"660","1480","(clone FFE-7) type II inosine monophosphate dehydrogenase (IMPDH2) gene, exons 1-13","L33842_rna1_at"
"661","1482","CDH4 Cadherin 4","L34059_at"
"662","1483","Cadherin-8 mRNA","L34060_at"
"663","1490","RNA polymerase II elongation factor SIII, p15 subunit mRNA","L34587_at"
"664","1492","PECAM1 Platelet/endothelial cell adhesion molecule (CD31 antigen)","L34657_at"
"665","1496","Ribose 5-phosphate isomerase (RPI) mRNA","L35035_at"
"666","1497","Enigma gene","L35240_at"
"667","1499","ZINC FINGER PROTEIN 35","L35269_at"
"668","1500","GB DEF = Olfactory receptor-like gene","L35475_at"
"669","1509","Ras inhibitor mRNA, 3' end","L36463_at"
"670","1511","GB DEF = Integrin alpha 8 subunit mRNA, 3' end","L36531_at"
"671","1513","Receptor protein-tyrosine kinase (HEK8) mRNA","L36645_at"
"672","1514","Bystin mRNA","L36720_at"
"673","1515","INPPL1 Inositol polyphosphate phosphatase-like protein 1 (51C protein)","L36818_at"
"674","1519","GB DEF = Met-ase gene, exon 1","L36922_at"
"675","1520","Dynamin (DNM) mRNA","L36983_at"
"676","1521","FK-506 binding protein homologue (FKBP38) mRNA","L37033_at"
"677","1522","CSNK1A1 Casein kinase 1, alpha 1","L37042_at"
"678","1523","CSNK1E Casein kinase 1, epsilon","L37043_at"
"679","1524","(clone mf.18) RNA polymerase II mRNA","L37127_at"
"680","1530","Syntaxin 1A mRNA","L37792_at"
"681","1532","MITOCHONDRIAL ELONGATION FACTOR TS PRECURSOR","L37936_at"
"682","1534","MFAP4 Microfibrillar-associated protein 4","L38486_at"
"683","1535","Estrogen receptor-related protein (hERRa1) mRNA, 3' end, partial cds","L38487_at"
"684","1540","Brain and reproductive organ-expressed protein (BRE) gene","L38616_at"
"685","1541","Autoantigen p542 mRNA, 3' end of cds","L38696_at"
"686","1543","Thyroid receptor interactor (TRIP1) mRNA","L38810_at"
"687","1549","GT212 mRNA","L38935_at"
"688","1551","Importin beta subunit mRNA","L38951_at"
"689","1552","ITM1 Integral transmembrane protein 1","L38961_at"
"690","1555","Transcription factor SL1 mRNA","L39059_at"
"691","1561","DCTD Deoxycytidylate deaminase","L39874_at"
"692","1562","Glycogen synthase kinase 3 mRNA","L40027_at"
"693","1564","Thyroid receptor interactor (TRIP7) mRNA, 3' end of cds","L40357_at"
"694","1570","GB DEF = Thyroid receptor interactor (TRIP14) gene, 3' end of cds","L40387_at"
"695","1572","(clone s153) mRNA fragment","L40391_at"
"696","1573","(clone S164) mRNA, 3' end of cds","L40392_at"
"697","1576","(clone S20iii15) mRNA, 3' end of cds","L40395_at"
"698","1584","Thyroid receptor interactor (TRIP3) mRNA, 3' end of cds","L40410_at"
"699","1586","IDS Iduronate 2-sulfatase (Hunter syndrome)","L40586_at"
"700","1588","LGALS1 Ubiquinol-cytochrome c reductase core protein II","L40904_at"
"701","1592","Transcription factor NFATx mRNA","L41067_at"
"702","1602","TNF receptor-1 associated protein (TRADD) mRNA, 3' end of cds","L41690_at"
"703","1604","RB1 Retinoblastoma 1 (including osteosarcoma)","L41870_at"
"704","1605","Splicing factor, arginine/serine-rich 7 (SFRS7) gene","L41887_rna1_at"
"705","1607","HIC-1 gene fragment","L41919_rna1_at"
"706","1612","GB DEF = (clone GPCR W) G protein-linked receptor gene (GPCR) gene, 5' end of cds","L42324_at"
"707","1613","GB DEF = (clone 48ES4) mRNA fragment","L42354_at"
"708","1614","Protein phosphatase 2A B56-alpha mRNA","L42373_at"
"709","1615","Quiescin (Q6) mRNA, partial cds","L42379_at"
"710","1617","Pyruvate dehydrogenase kinase isoenzyme 2 (PDK2) mRNA","L42451_at"
"711","1619","RLIP76 protein mRNA","L42542_at"
"712","1620","ATP1AL1 ATP-driven ion pump","L42563_at"
"713","1621","Motor protein","L42572_at"
"714","1622","Ly-9 mRNA","L42621_at"
"715","1625","Scaffold attachment factor (SAF-B) gene, partial cds","L43631_at"
"716","1628","TCEB3 Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)","L47345_at"
"717","1630","Inducible protein mRNA","L47738_at"
